Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
29/04/2004,04.00.00,-200,889.0,40.0,"2,5",617.0,31.0,1168.0,44.0,1382.0,758.0,"14,6","63,4","1,0446",,
29/04/2004,05.00.00,"0,8",959.0,64.0,"4,4",734.0,76.0,1038.0,57.0,1470.0,861.0,"13,3","67,0","1,0203",,
29/04/2004,06.00.00,"1,5",1097.0,148.0,"9,4",956.0,139.0,827.0,68.0,1620.0,1047.0,"12,9","66,5","0,9846",,
29/04/2004,07.00.00,"4,9",1674.0,635.0,"29,8",1547.0,293.0,539.0,95.0,2405.0,1665.0,"14,8","61,3","1,0237",,
29/04/2004,08.00.00,"7,2",1771.0,1129.0,"36,2",1690.0,368.0,461.0,125.0,2572.0,1982.0,"16,1","56,5","1,0274",,
29/04/2004,09.00.00,"3,5",1408.0,475.0,"18,0",1241.0,250.0,648.0,135.0,1886.0,1711.0,"18,6","47,8","1,0143",,
29/04/2004,10.00.00,"2,1",1156.0,220.0,"10,9",1009.0,145.0,875.0,118.0,1583.0,1204.0,"23,8","30,2","0,8771",,
29/04/2004,11.00.00,"1,5",1042.0,105.0,"9,0",941.0,110.0,971.0,91.0,1491.0,871.0,"25,4","25,0","0,7966",,
29/04/2004,12.00.00,2,1167.0,190.0,"14,4",1128.0,104.0,829.0,89.0,1716.0,1040.0,"25,6","25,5","0,8234",,
29/04/2004,13.00.00,"3,8",1398.0,516.0,"22,3",1360.0,205.0,656.0,129.0,2037.0,1439.0,"24,9","29,9","0,9325",,
29/04/2004,14.00.00,"3,4",1458.0,346.0,"20,9",1321.0,201.0,654.0,122.0,2023.0,1516.0,"22,4","37,9","1,0160",,
29/04/2004,15.00.00,"4,4",1554.0,565.0,"23,1",1379.0,266.0,614.0,138.0,2151.0,1693.0,"21,7","44,0","1,1242",,
29/04/2004,16.00.00,"3,9",1495.0,483.0,"21,2",1331.0,246.0,615.0,136.0,2069.0,1635.0,"21,4","44,4","1,1176",,
29/04/2004,17.00.00,"4,9",1560.0,651.0,"24,8",1424.0,247.0,579.0,143.0,2176.0,1688.0,"20,8","45,3","1,1016",,
29/04/2004,18.00.00,"5,4",1664.0,657.0,"28,6",1519.0,271.0,553.0,145.0,2312.0,1820.0,"20,2","48,6","1,1354",,
29/04/2004,19.00.00,"6,5",1761.0,830.0,"32,6",1610.0,332.0,502.0,146.0,2488.0,2006.0,"20,2","50,8","1,1924",,
29/04/2004,20.00.00,"4,3",1524.0,435.0,"19,2",1275.0,245.0,608.0,122.0,2046.0,1740.0,"18,6","57,6","1,2233",,
29/04/2004,21.00.00,"2,9",1398.0,209.0,"16,3",1189.0,180.0,646.0,112.0,1931.0,1577.0,"18,2","58,8","1,2173",,
29/04/2004,22.00.00,"2,7",1342.0,202.0,"13,7",1106.0,156.0,694.0,102.0,1856.0,1443.0,"17,8","61,0","1,2352",,
29/04/2004,23.00.00,"2,8",1433.0,174.0,"13,6",1104.0,172.0,681.0,97.0,1876.0,1411.0,"17,0","70,7","1,3554",,
30/04/2004,00.00.00,"2,3",1297.0,170.0,"11,1",1019.0,137.0,733.0,85.0,1823.0,1217.0,"16,2","76,9","1,4051",,
30/04/2004,01.00.00,"1,7",1179.0,116.0,"7,6",884.0,91.0,830.0,76.0,1696.0,1086.0,"15,7","78,6","1,3943",,
30/04/2004,02.00.00,"1,2",1097.0,91.0,"5,9",809.0,80.0,897.0,74.0,1628.0,1050.0,"15,7","78,4","1,3917",,
30/04/2004,03.00.00,1,1054.0,71.0,"5,0",761.0,-200.0,963.0,-200.0,1598.0,965.0,"15,7","77,4","1,3683",,
30/04/2004,04.00.00,-200,1017.0,59.0,"4,0",711.0,46.0,1009.0,56.0,1554.0,906.0,"15,4","78,5","1,3635",,
30/04/2004,05.00.00,"0,8",1005.0,48.0,"4,5",738.0,68.0,1005.0,66.0,1563.0,917.0,"15,7","74,7","1,3194",,
30/04/2004,06.00.00,"1,7",1206.0,111.0,"9,3",949.0,162.0,818.0,90.0,1771.0,1116.0,"15,9","73,1","1,3136",,
30/04/2004,07.00.00,3,1458.0,345.0,"18,3",1249.0,213.0,662.0,111.0,2033.0,1380.0,"16,6","68,2","1,2737",,
30/04/2004,08.00.00,"3,4",1405.0,332.0,"19,9",1295.0,161.0,638.0,103.0,2065.0,1378.0,"18,7","57,6","1,2323",,
30/04/2004,09.00.00,"3,3",1381.0,344.0,"16,6",1199.0,209.0,685.0,117.0,1970.0,1365.0,"17,6","65,0","1,2945",,
30/04/2004,10.00.00,"2,7",1315.0,212.0,"12,6",1072.0,191.0,736.0,116.0,1833.0,1273.0,"16,3","73,2","1,3458",,
30/04/2004,11.00.00,"2,6",1332.0,166.0,"12,9",1082.0,215.0,707.0,109.0,1889.0,1242.0,"16,0","78,5","1,4209",,
30/04/2004,12.00.00,"3,2",1362.0,214.0,"14,9",1145.0,212.0,673.0,116.0,1973.0,1294.0,"17,3","72,4","1,4125",,
30/04/2004,13.00.00,"3,4",1399.0,377.0,"17,4",1222.0,202.0,643.0,115.0,2061.0,1413.0,"19,4","60,9","1,3545",,
30/04/2004,14.00.00,"2,6",1310.0,210.0,"15,4",1160.0,153.0,695.0,94.0,1939.0,1224.0,"21,4","50,9","1,2823",,
30/04/2004,15.00.00,"3,4",1399.0,265.0,"16,7",1201.0,185.0,699.0,121.0,1971.0,1318.0,"22,7","45,8","1,2465",,
30/04/2004,16.00.00,4,1524.0,365.0,"18,0",1239.0,210.0,644.0,114.0,2139.0,1404.0,"20,9","60,8","1,4852",,
30/04/2004,17.00.00,"4,5",1487.0,454.0,"19,2",1274.0,215.0,641.0,110.0,2133.0,1471.0,"21,0","54,3","1,3353",,
30/04/2004,18.00.00,"4,2",1480.0,460.0,"21,0",1324.0,215.0,622.0,122.0,2162.0,1623.0,"20,8","54,4","1,3194",,
30/04/2004,19.00.00,"5,7",1626.0,642.0,"26,9",1476.0,281.0,555.0,135.0,2356.0,1786.0,"19,8","58,6","1,3392",,
30/04/2004,20.00.00,"4,4",1449.0,501.0,"19,5",1282.0,254.0,625.0,133.0,2100.0,1569.0,"19,1","61,1","1,3345",,
30/04/2004,21.00.00,"3,1",1363.0,234.0,"15,1",1152.0,189.0,684.0,110.0,1951.0,1495.0,"18,2","65,4","1,3529",,
30/04/2004,22.00.00,3,1371.0,212.0,"14,6",1136.0,174.0,689.0,102.0,1927.0,1471.0,"18,1","66,1","1,3579",,
30/04/2004,23.00.00,"3,1",1406.0,275.0,"13,7",1107.0,167.0,718.0,108.0,1872.0,1384.0,"17,7","66,9","1,3422",,
01/05/2004,00.00.00,"3,5",1425.0,275.0,"15,2",1155.0,185.0,709.0,110.0,1936.0,1789.0,"17,8","66,8","1,3460",,
01/05/2004,01.00.00,"2,4",1179.0,-200.0,"9,3",951.0,129.0,826.0,84.0,1724.0,1323.0,"17,3","68,3","1,3346",,
01/05/2004,02.00.00,"1,6",1047.0,-200.0,"6,5",833.0,85.0,939.0,71.0,1647.0,1081.0,"16,5","70,2","1,3099",,
01/05/2004,03.00.00,"1,3",1009.0,-200.0,"6,3",825.0,-200.0,950.0,-200.0,1629.0,938.0,"15,7","73,1","1,2902",,
01/05/2004,04.00.00,-200,882.0,-200.0,"3,5",685.0,35.0,1134.0,42.0,1492.0,673.0,"16,2","69,9","1,2756",,
01/05/2004,05.00.00,"0,6",858.0,-200.0,"2,6",624.0,24.0,1205.0,32.0,1434.0,543.0,"16,7","67,1","1,2619",,
01/05/2004,06.00.00,"0,7",875.0,-200.0,"3,1",659.0,30.0,1180.0,35.0,1452.0,561.0,"16,7","66,9","1,2631",,
01/05/2004,07.00.00,"1,2",1012.0,-200.0,"6,5",833.0,75.0,916.0,67.0,1632.0,862.0,"16,9","66,5","1,2688",,
01/05/2004,08.00.00,"1,5",1049.0,-200.0,"6,5",836.0,79.0,926.0,73.0,1615.0,901.0,"17,7","62,0","1,2458",,
01/05/2004,09.00.00,"1,8",1131.0,-200.0,"8,8",932.0,104.0,854.0,86.0,1693.0,1048.0,"19,4","54,6","1,2184",,
01/05/2004,10.00.00,"2,1",1120.0,-200.0,"8,8",931.0,118.0,886.0,89.0,1652.0,971.0,"21,6","46,1","1,1725",,
01/05/2004,11.00.00,"1,9",1117.0,-200.0,"9,2",946.0,105.0,909.0,86.0,1657.0,915.0,"24,6","36,7","1,1202",,
01/05/2004,12.00.00,2,1110.0,-200.0,"9,2",948.0,101.0,901.0,86.0,1632.0,891.0,"26,0","31,9","1,0566",,
01/05/2004,13.00.00,"1,3",962.0,-200.0,"6,1",816.0,65.0,1044.0,66.0,1489.0,628.0,"25,6","31,5","1,0184",,
01/05/2004,14.00.00,"1,3",963.0,-200.0,"6,5",835.0,59.0,1029.0,68.0,1495.0,556.0,"24,8","34,8","1,0716",,
01/05/2004,15.00.00,"1,8",1050.0,-200.0,"9,2",948.0,80.0,928.0,82.0,1584.0,652.0,"26,1","30,3","1,0101",,
01/05/2004,16.00.00,2,1053.0,-200.0,"8,3",911.0,98.0,949.0,91.0,1603.0,683.0,"25,5","33,5","1,0767",,
01/05/2004,17.00.00,"1,8",1045.0,-200.0,"8,3",910.0,89.0,948.0,95.0,1598.0,624.0,"23,7","37,2","1,0746",,
01/05/2004,18.00.00,"2,4",1124.0,-200.0,"11,0",1013.0,114.0,849.0,104.0,1676.0,733.0,"22,3","38,9","1,0324",,
01/05/2004,19.00.00,4,1330.0,-200.0,"14,7",1140.0,195.0,759.0,131.0,1780.0,1062.0,"20,7","42,8","1,0298",,
01/05/2004,20.00.00,"2,8",1171.0,-200.0,"10,8",1006.0,156.0,835.0,112.0,1674.0,988.0,"19,0","51,7","1,1222",,
01/05/2004,21.00.00,2,1085.0,-200.0,"9,4",954.0,109.0,866.0,100.0,1656.0,871.0,"17,8","55,5","1,1174",,
01/05/2004,22.00.00,"3,6",1358.0,-200.0,"14,8",1144.0,184.0,727.0,115.0,1851.0,1243.0,"17,4","57,6","1,1342",,
01/05/2004,23.00.00,"3,7",1385.0,-200.0,"13,3",1094.0,190.0,765.0,129.0,1769.0,1175.0,"17,6","58,5","1,1645",,
02/05/2004,00.00.00,"2,3",1167.0,-200.0,"8,4",914.0,105.0,876.0,99.0,1599.0,1126.0,"17,2","59,3","1,1551",,
02/05/2004,01.00.00,"1,8",1072.0,-200.0,"7,9",894.0,76.0,893.0,74.0,1646.0,1118.0,"17,1","60,4","1,1633",,
02/05/2004,02.00.00,"0,9",938.0,-200.0,"5,5",789.0,38.0,989.0,55.0,1536.0,864.0,"16,4","62,2","1,1507",,
02/05/2004,03.00.00,"1,6",1000.0,-200.0,"6,6",838.0,-200.0,910.0,-200.0,1580.0,942.0,"14,8","67,6","1,1352",,
02/05/2004,04.00.00,-200,854.0,-200.0,"3,3",670.0,26.0,1141.0,35.0,1460.0,684.0,"14,8","65,8","1,1028",,
02/05/2004,05.00.00,"0,6",815.0,-200.0,"2,6",628.0,33.0,1212.0,37.0,1426.0,689.0,"14,7","65,2","1,0811",,
02/05/2004,06.00.00,"0,7",866.0,-200.0,"3,6",689.0,57.0,1138.0,45.0,1456.0,767.0,"13,1","70,2","1,0554",,
02/05/2004,07.00.00,"0,8",911.0,-200.0,"4,8",751.0,48.0,1036.0,46.0,1518.0,817.0,"14,3","66,2","1,0728",,
02/05/2004,08.00.00,"1,2",988.0,-200.0,"5,9",806.0,87.0,951.0,68.0,1568.0,940.0,"16,0","61,6","1,1083",,
02/05/2004,09.00.00,"1,4",1046.0,-200.0,"6,9",851.0,94.0,920.0,77.0,1595.0,908.0,"17,7","56,4","1,1342",,
02/05/2004,10.00.00,"1,6",1085.0,-200.0,"8,5",918.0,89.0,890.0,79.0,1639.0,871.0,"21,3","44,7","1,1157",,
02/05/2004,11.00.00,"1,3",1008.0,-200.0,"6,1",816.0,78.0,1015.0,72.0,1531.0,689.0,"23,6","36,4","1,0431",,
02/05/2004,12.00.00,"1,3",1004.0,-200.0,"6,2",821.0,72.0,1031.0,68.0,1510.0,629.0,"24,3","34,0","1,0149",,
02/05/2004,13.00.00,"1,1",948.0,-200.0,"4,8",754.0,64.0,1086.0,64.0,1436.0,602.0,"24,4","32,7","0,9863",,
02/05/2004,14.00.00,"1,2",1026.0,-200.0,"6,8",847.0,70.0,1010.0,73.0,1519.0,617.0,"24,6","31,7","0,9647",,
02/05/2004,15.00.00,"1,5",1047.0,-200.0,"7,0",859.0,92.0,948.0,84.0,1538.0,677.0,"23,9","34,3","1,0020",,
02/05/2004,16.00.00,"1,1",1018.0,-200.0,"5,5",790.0,69.0,1047.0,67.0,1443.0,580.0,"25,9","28,1","0,9258",,
02/05/2004,17.00.00,"1,9",1160.0,-200.0,"9,5",957.0,131.0,884.0,106.0,1637.0,861.0,"24,5","32,3","0,9815",,
02/05/2004,18.00.00,"2,3",1269.0,-200.0,"11,9",1047.0,144.0,809.0,114.0,1721.0,1080.0,"22,6","39,3","1,0600",,
02/05/2004,19.00.00,"3,3",1394.0,-200.0,"13,8",1111.0,209.0,736.0,123.0,1853.0,1288.0,"21,2","47,5","1,1828",,
02/05/2004,20.00.00,"2,6",1292.0,-200.0,"10,7",1003.0,170.0,789.0,108.0,1753.0,1163.0,"19,9","54,9","1,2632",,
02/05/2004,21.00.00,"2,2",1212.0,-200.0,"9,7",966.0,152.0,840.0,100.0,1691.0,1043.0,"19,4","52,1","1,1642",,
02/05/2004,22.00.00,"2,3",1137.0,-200.0,"10,2",985.0,171.0,858.0,118.0,1607.0,1045.0,"19,4","42,6","0,9485",,
02/05/2004,23.00.00,2,1080.0,-200.0,"8,3",910.0,153.0,923.0,121.0,1548.0,929.0,"19,1","44,1","0,9660",,
03/05/2004,00.00.00,"1,6",1031.0,-200.0,"7,1",861.0,97.0,903.0,94.0,1534.0,825.0,"18,0","49,3","1,0086",,
03/05/2004,01.00.00,"0,8",917.0,-200.0,"3,0",654.0,37.0,1169.0,52.0,1414.0,545.0,"17,6","54,6","1,0918",,
03/05/2004,02.00.00,"0,6",888.0,-200.0,"2,2",598.0,26.0,1228.0,39.0,1397.0,500.0,"16,4","62,1","1,1493",,
03/05/2004,03.00.00,"0,4",872.0,-200.0,"1,7",564.0,-200.0,1284.0,-200.0,1385.0,494.0,"15,6","65,3","1,1484",,
03/05/2004,04.00.00,-200,876.0,-200.0,"1,5",547.0,25.0,1256.0,33.0,1351.0,505.0,"16,0","61,4","1,1043",,
03/05/2004,05.00.00,"0,7",964.0,-200.0,"3,7",697.0,61.0,1067.0,57.0,1516.0,717.0,"15,8","64,3","1,1416",,
03/05/2004,06.00.00,"1,3",1147.0,-200.0,"8,2",906.0,152.0,815.0,80.0,1687.0,1126.0,"16,0","65,8","1,1844",,
03/05/2004,07.00.00,"3,4",1493.0,-200.0,"21,1",1328.0,283.0,577.0,101.0,2193.0,1597.0,"16,8","62,5","1,1869",,
03/05/2004,08.00.00,"4,7",1597.0,-200.0,"26,5",1466.0,320.0,518.0,109.0,2400.0,1687.0,"16,9","66,1","1,2613",,
03/05/2004,09.00.00,"3,4",1483.0,-200.0,"17,4",1222.0,318.0,597.0,109.0,2054.0,1529.0,"17,4","68,9","1,3557",,
03/05/2004,10.00.00,"2,5",1222.0,-200.0,"12,9",1080.0,201.0,742.0,111.0,1755.0,1366.0,"21,4","45,0","1,1291",,
03/05/2004,11.00.00,2,1060.0,-200.0,"10,9",1010.0,135.0,858.0,102.0,1623.0,1074.0,"23,9","30,7","0,9002",,
03/05/2004,12.00.00,"1,9",1048.0,-200.0,"11,0",1013.0,127.0,886.0,96.0,1584.0,940.0,"26,8","25,2","0,8721",,
03/05/2004,13.00.00,"1,7",1051.0,-200.0,"10,8",1008.0,102.0,911.0,90.0,1561.0,921.0,"28,4","23,6","0,8983",,
03/05/2004,14.00.00,"1,4",998.0,-200.0,"10,0",977.0,74.0,947.0,69.0,1496.0,695.0,"30,3","20,1","0,8539",,
03/05/2004,15.00.00,"1,5",1058.0,-200.0,"11,2",1023.0,81.0,896.0,74.0,1580.0,795.0,"30,9","19,7","0,8649",,
03/05/2004,16.00.00,"2,4",1203.0,-200.0,"16,8",1204.0,129.0,790.0,102.0,1744.0,1079.0,"30,2","20,5","0,8672",,
03/05/2004,17.00.00,"3,9",1491.0,-200.0,"23,6",1392.0,190.0,630.0,128.0,2149.0,1473.0,"26,4","34,6","1,1724",,
03/05/2004,18.00.00,"4,2",1467.0,-200.0,"23,3",1385.0,192.0,623.0,130.0,2084.0,1493.0,"24,9","39,4","1,2268",,
03/05/2004,19.00.00,"3,7",1407.0,-200.0,"19,4",1279.0,163.0,660.0,120.0,2009.0,1308.0,"23,5","43,7","1,2484",,
03/05/2004,20.00.00,"3,2",1324.0,-200.0,"13,1",1086.0,149.0,692.0,113.0,1903.0,1189.0,"19,3","63,1","1,4028",,
03/05/2004,21.00.00,2,1214.0,-200.0,"9,8",970.0,119.0,777.0,100.0,1771.0,1076.0,"18,7","64,6","1,3836",,
03/05/2004,22.00.00,"1,1",1016.0,-200.0,"5,3",780.0,61.0,967.0,70.0,1566.0,806.0,"19,5","57,1","1,2806",,
03/05/2004,23.00.00,"1,5",1135.0,-200.0,"6,7",842.0,84.0,872.0,83.0,1653.0,973.0,"18,9","62,5","1,3521",,
04/05/2004,00.00.00,"1,3",1065.0,-200.0,"5,5",789.0,79.0,936.0,81.0,1620.0,929.0,"18,4","65,8","1,3802",,
04/05/2004,01.00.00,1,999.0,-200.0,"3,7",692.0,58.0,1038.0,69.0,1588.0,778.0,"16,4","79,2","1,4681",,
04/05/2004,02.00.00,"0,6",911.0,-200.0,"2,2",599.0,32.0,1189.0,48.0,1517.0,633.0,"16,1","80,0","1,4562",,
04/05/2004,03.00.00,"0,4",873.0,-200.0,"1,5",545.0,-200.0,1308.0,-200.0,1471.0,497.0,"15,6","81,0","1,4302",,
04/05/2004,04.00.00,-200,881.0,-200.0,"1,5",546.0,21.0,1335.0,28.0,1465.0,458.0,"15,6","81,0","1,4216",,
04/05/2004,05.00.00,"0,6",967.0,-200.0,"2,9",646.0,49.0,1117.0,47.0,1552.0,579.0,"15,7","80,5","1,4236",,
04/05/2004,06.00.00,"1,9",1280.0,-200.0,"9,9",976.0,180.0,780.0,88.0,1912.0,1003.0,"16,0","80,8","1,4602",,
04/05/2004,07.00.00,"4,5",1564.0,-200.0,"23,0",1379.0,302.0,552.0,109.0,2306.0,1393.0,"16,6","78,0","1,4572",,
04/05/2004,08.00.00,"4,3",1505.0,-200.0,"22,3",1358.0,258.0,556.0,113.0,2248.0,1406.0,"16,1","79,2","1,4398",,
04/05/2004,09.00.00,"3,2",1309.0,-200.0,"16,2",1186.0,192.0,649.0,104.0,1973.0,1308.0,"17,7","70,8","1,4171",,
04/05/2004,10.00.00,"1,3",1035.0,-200.0,"7,9",895.0,84.0,898.0,65.0,1657.0,863.0,"20,3","54,8","1,2867",,
04/05/2004,11.00.00,"2,2",1148.0,-200.0,"12,4",1062.0,128.0,753.0,87.0,1825.0,1004.0,"21,2","49,3","1,2271",,
04/05/2004,12.00.00,"2,6",1152.0,-200.0,"13,6",1104.0,145.0,725.0,99.0,1860.0,1023.0,"21,5","47,9","1,2178",,
04/05/2004,13.00.00,"2,3",1131.0,-200.0,"12,3",1059.0,132.0,772.0,100.0,1784.0,978.0,"21,4","47,7","1,2047",,
04/05/2004,14.00.00,"2,4",1142.0,-200.0,"12,1",1053.0,136.0,753.0,105.0,1814.0,979.0,"20,4","54,0","1,2757",,
04/05/2004,15.00.00,"2,6",1197.0,-200.0,"12,9",1082.0,140.0,753.0,97.0,1851.0,971.0,"19,9","57,1","1,3158",,
04/05/2004,16.00.00,"1,2",960.0,-200.0,"6,3",828.0,55.0,971.0,54.0,1565.0,617.0,"19,9","55,2","1,2701",,
04/05/2004,17.00.00,"1,6",1077.0,-200.0,"10,6",1001.0,67.0,836.0,59.0,1764.0,717.0,"19,5","55,7","1,2512",,
04/05/2004,18.00.00,"3,9",1377.0,-200.0,"20,6",1313.0,191.0,612.0,109.0,2120.0,1220.0,"18,3","62,8","1,3127",,
04/05/2004,19.00.00,"4,7",1405.0,-200.0,"22,1",1353.0,227.0,602.0,125.0,2185.0,1296.0,"17,2","68,3","1,3289",,
04/05/2004,20.00.00,"5,4",1484.0,-200.0,"20,8",1319.0,264.0,591.0,132.0,2166.0,1413.0,"16,1","75,2","1,3654",,
04/05/2004,21.00.00,3,1187.0,-200.0,"11,8",1042.0,196.0,766.0,110.0,1840.0,1093.0,"16,6","70,8","1,3253",,
04/05/2004,22.00.00,"0,9",870.0,-200.0,"4,3",729.0,43.0,1096.0,53.0,1475.0,586.0,"18,5","56,0","1,1810",,
04/05/2004,23.00.00,"1,1",932.0,-200.0,"5,0",765.0,58.0,1054.0,61.0,1543.0,575.0,"17,3","59,5","1,1667",,
05/05/2004,00.00.00,"0,7",830.0,-200.0,"2,3",608.0,33.0,1282.0,41.0,1370.0,441.0,"18,6","52,3","1,1121",,
05/05/2004,01.00.00,"0,5",778.0,-200.0,"1,4",534.0,14.0,1480.0,22.0,1294.0,358.0,"19,0","49,8","1,0831",,
05/05/2004,02.00.00,"0,5",820.0,-200.0,"1,5",541.0,18.0,1450.0,28.0,1360.0,377.0,"15,7","64,5","1,1400",,
05/05/2004,03.00.00,"0,5",842.0,-200.0,"1,8",565.0,-200.0,1327.0,-200.0,1399.0,437.0,"15,5","66,9","1,1691",,
05/05/2004,04.00.00,-200,867.0,-200.0,"2,1",589.0,28.0,1267.0,41.0,1439.0,468.0,"14,7","74,1","1,2302",,
05/05/2004,05.00.00,"0,8",927.0,-200.0,"3,5",682.0,56.0,1109.0,54.0,1526.0,580.0,"14,6","77,1","1,2727",,
05/05/2004,06.00.00,"1,3",1060.0,-200.0,"6,9",851.0,108.0,912.0,81.0,1673.0,805.0,"14,5","78,3","1,2851",,
05/05/2004,07.00.00,"3,5",1440.0,-200.0,"19,1",1271.0,251.0,630.0,107.0,2163.0,1273.0,"15,1","76,8","1,3061",,
05/05/2004,08.00.00,-200,1449.0,-200.0,"22,0",1350.0,-200.0,571.0,-200.0,2264.0,1452.0,"16,4","70,8","1,3088",,
05/05/2004,09.00.00,"3,9",1384.0,-200.0,"18,9",1265.0,255.0,620.0,124.0,2143.0,1307.0,"16,4","72,4","1,3379",,
05/05/2004,10.00.00,"2,9",1172.0,-200.0,"13,0",1085.0,214.0,737.0,123.0,1876.0,1102.0,"16,3","68,6","1,2657",,
05/05/2004,11.00.00,"2,6",1143.0,-200.0,"13,0",1083.0,190.0,735.0,120.0,1887.0,1083.0,"17,2","62,9","1,2228",,
05/05/2004,12.00.00,3,1167.0,-200.0,"14,5",1134.0,182.0,709.0,113.0,1920.0,1083.0,"17,4","61,1","1,2060",,
05/05/2004,13.00.00,"3,7",1303.0,-200.0,"19,7",1288.0,202.0,618.0,114.0,2116.0,1236.0,"16,8","66,8","1,2691",,
05/05/2004,14.00.00,"3,9",1264.0,-200.0,"19,4",1279.0,224.0,631.0,120.0,2049.0,1223.0,"17,3","62,6","1,2260",,
05/05/2004,15.00.00,"3,5",1242.0,-200.0,"16,4",1193.0,221.0,684.0,125.0,1945.0,1175.0,"17,5","60,8","1,2029",,
05/05/2004,16.00.00,"2,4",1070.0,-200.0,"11,2",1022.0,126.0,824.0,88.0,1740.0,933.0,"17,5","59,2","1,1725",,
05/05/2004,17.00.00,"1,6",981.0,-200.0,"10,0",978.0,79.0,857.0,72.0,1682.0,835.0,"17,7","56,9","1,1392",,
05/05/2004,18.00.00,3,1198.0,-200.0,"14,6",1136.0,137.0,717.0,103.0,1870.0,1291.0,"17,1","61,5","1,1873",,
05/05/2004,19.00.00,"1,6",1000.0,-200.0,"8,5",918.0,68.0,881.0,67.0,1661.0,802.0,"17,5","63,9","1,2667",,
05/05/2004,20.00.00,"2,1",1110.0,-200.0,"9,2",949.0,96.0,850.0,79.0,1733.0,842.0,"15,9","70,7","1,2672",,
05/05/2004,21.00.00,"1,8",1023.0,-200.0,"6,9",854.0,111.0,918.0,89.0,1637.0,744.0,"15,1","75,1","1,2799",,
05/05/2004,22.00.00,"1,1",861.0,-200.0,"3,7",695.0,56.0,1130.0,67.0,1438.0,500.0,"13,9","72,5","1,1502",,
05/05/2004,23.00.00,"1,5",969.0,-200.0,"4,9",760.0,81.0,1059.0,83.0,1518.0,560.0,"12,0","79,8","1,1175",,
06/05/2004,00.00.00,"1,4",898.0,-200.0,"4,6",741.0,79.0,1085.0,76.0,1468.0,589.0,"12,5","75,8","1,0938",,
06/05/2004,01.00.00,"0,9",835.0,-200.0,"3,4",674.0,46.0,1201.0,58.0,1416.0,488.0,"12,0","75,0","1,0499",,
06/05/2004,02.00.00,"0,5",766.0,-200.0,"1,2",523.0,19.0,1534.0,30.0,1310.0,387.0,"12,6","72,2","1,0503",,
06/05/2004,03.00.00,"0,4",743.0,-200.0,"1,0",502.0,-200.0,1635.0,-200.0,1292.0,355.0,"12,7","71,6","1,0486",,
06/05/2004,04.00.00,-200,758.0,-200.0,"1,2",517.0,15.0,1625.0,22.0,1294.0,351.0,"13,1","67,1","1,0079",,
06/05/2004,05.00.00,"0,6",804.0,-200.0,"2,3",604.0,48.0,1366.0,50.0,1357.0,420.0,"13,2","64,6","0,9774",,
06/05/2004,06.00.00,"1,3",948.0,-200.0,"6,1",817.0,128.0,1048.0,92.0,1546.0,695.0,"13,1","65,6","0,9815",,
06/05/2004,07.00.00,"2,9",1204.0,-200.0,"16,8",1205.0,193.0,729.0,101.0,1984.0,1139.0,"14,7","58,5","0,9688",,
06/05/2004,08.00.00,"3,6",1231.0,-200.0,"20,3",1304.0,203.0,652.0,121.0,2029.0,1315.0,"15,9","53,1","0,9529",,
06/05/2004,09.00.00,"3,4",1176.0,-200.0,"16,4",1191.0,220.0,705.0,130.0,1836.0,1217.0,"17,9","46,1","0,9388",,
06/05/2004,10.00.00,"2,5",1043.0,-200.0,"12,5",1066.0,161.0,789.0,114.0,1692.0,1014.0,"20,2","37,7","0,8833",,
06/05/2004,11.00.00,"2,1",992.0,-200.0,"9,8",970.0,135.0,869.0,100.0,1624.0,884.0,"18,5","42,8","0,9026",,
06/05/2004,12.00.00,"1,1",885.0,-200.0,"5,2",772.0,57.0,1035.0,56.0,1450.0,524.0,"13,0","64,3","0,9586",,
06/05/2004,13.00.00,"1,8",991.0,-200.0,"8,9",937.0,91.0,874.0,75.0,1581.0,644.0,"15,1","54,5","0,9309",,
06/05/2004,14.00.00,3,1182.0,-200.0,"14,1",1119.0,219.0,733.0,121.0,1831.0,1032.0,"13,6","65,5","1,0184",,
06/05/2004,15.00.00,"3,1",1191.0,-200.0,"12,7",1074.0,239.0,741.0,128.0,1816.0,1038.0,"12,3","78,3","1,1154",,
06/05/2004,16.00.00,"3,6",1272.0,-200.0,"14,6",1136.0,209.0,730.0,139.0,1869.0,1077.0,"12,7","74,2","1,0863",,
06/05/2004,17.00.00,"3,3",1138.0,-200.0,"12,4",1063.0,169.0,804.0,122.0,1728.0,983.0,"14,4","64,2","1,0490",,
06/05/2004,18.00.00,"1,8",1008.0,-200.0,"9,4",954.0,92.0,892.0,92.0,1626.0,834.0,"15,6","58,3","1,0266",,
06/05/2004,19.00.00,"2,1",1075.0,-200.0,"11,0",1015.0,107.0,824.0,97.0,1722.0,949.0,"15,0","61,4","1,0385",,
06/05/2004,20.00.00,"2,2",1034.0,-200.0,"8,9",935.0,122.0,870.0,98.0,1605.0,941.0,"13,7","65,8","1,0254",,
06/05/2004,21.00.00,"1,6",934.0,-200.0,"6,6",841.0,100.0,973.0,93.0,1497.0,756.0,"12,3","66,4","0,9440",,
